ServiceEpisodeID,ClientID,Created At,Service Type,Service Subtype,Originating Organization,Duration of Case (days),Address 1 County,Address 1 State,Address 1 Postal Code,Gender,Age
1724,402,5/31/2022 17:30,Individual & Family Support,Peer Support,Organization 259,13.1,Jefferson County,KY,40219,Female,38
1912,558,6/15/2022 19:53,Mental/Behavioral Health,Behavior Skills Training & Support,Organization 259,,Jefferson County,KY,40220,Female,65
3230,685,1/12/2022 20:56,Individual & Family Support,Social Service Case Management,Organization 259,,,,,,
2976,1089,6/1/2022 15:54,Benefits Navigation,Health Insurance/Benefits,Organization 261,0.01,Oldham County,KY,40056,Female,30
3467,478,6/16/2022 16:13,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 261,,Shelby County,KY,40003,Female,36
1513,384,6/14/2022 11:46,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40215,Female,23
1514,277,6/3/2022 11:59,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40204,Male,23
1517,77,6/13/2022 12:32,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40214,Female,22
1537,77,6/15/2022 16:46,Transportation,Ride Coordination,Organization 269,1.13,Jefferson County,KY,40214,Female,22
1554,395,6/6/2022 19:45,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40211,Female,19
1562,384,6/1/2022 15:10,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40215,Female,23
1569,176,6/23/2022 18:12,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Female,21
1570,207,6/24/2022 12:28,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40218,Female,19
1578,343,6/2/2022 13:59,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40211,Male,20
1587,124,6/17/2022 12:46,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40210,Male,24
1596,398,6/14/2022 22:14,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40202,Female,19
1597,124,6/10/2022 16:27,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40210,Male,24
1610,201,6/16/2022 18:27,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40272,Female,23
1627,846,6/7/2022 17:50,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40203,Female,22
1647,504,6/16/2022 12:43,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Female,21
1653,367,6/6/2022 15:38,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40203,Female,21
1657,367,6/17/2022 12:33,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40203,Female,21
1659,583,6/8/2022 14:36,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40120,Male,23
1662,251,6/9/2022 16:42,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40211,Female,21
1675,251,6/10/2022 15:53,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40211,Female,21
1677,40,6/30/2022 17:37,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40203,Female,23
1685,394,6/7/2022 13:44,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40206,Female,22
1697,583,6/1/2022 17:47,Transportation,Ride Coordination,Organization 269,15.1,Jefferson County,KY,40120,Male,23
1699,114,6/6/2022 14:47,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40203,Male,21
1701,77,6/23/2022 18:02,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40214,Female,22
1704,201,6/21/2022 13:05,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40272,Female,23
1717,144,6/29/2022 19:21,Transportation,Ride Coordination,Organization 269,,,KY,40219,Female,21
1731,122,6/10/2022 12:46,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40214,Male,24
1732,367,6/13/2022 12:34,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40203,Female,21
1744,810,6/13/2022 14:15,Transportation,Ride Coordination,Organization 269,3.24,Jefferson County,KY,40219,Male,19
1752,113,6/16/2022 13:18,Transportation,Ride Coordination,Organization 269,0.27,Jefferson County,KY,40216,Undisclosed,18
1769,124,6/9/2022 13:16,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40210,Male,24
1787,251,6/13/2022 15:56,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40211,Female,21
1801,394,6/8/2022 12:22,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40206,Female,22
1813,121,6/3/2022 12:57,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40210,Male,21
1830,171,6/17/2022 16:35,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40211,Undisclosed,20
1843,384,6/7/2022 20:10,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40215,Female,23
1846,619,6/17/2022 16:32,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40210,Female,22
1848,394,6/9/2022 12:32,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40206,Female,22
1860,115,6/17/2022 12:54,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40213,Undisclosed,24
1861,176,6/17/2022 18:36,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Female,21
1869,204,6/29/2022 13:11,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40212,Female,23
1886,122,6/2/2022 12:16,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40214,Male,24
1892,395,6/16/2022 2:20,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40211,Female,19
1905,277,6/28/2022 15:12,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40204,Male,23
1908,124,6/7/2022 14:00,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40210,Male,24
1909,583,6/13/2022 16:08,Transportation,Ride Coordination,Organization 269,3.16,Jefferson County,KY,40120,Male,23
1910,201,6/15/2022 13:06,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40272,Female,23
1915,583,6/6/2022 17:48,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40120,Male,23
1944,96,6/9/2022 19:14,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Female,21
1978,201,6/17/2022 12:33,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40272,Female,23
1984,114,6/2/2022 19:39,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40203,Male,21
1988,367,6/24/2022 15:32,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40203,Female,21
1990,123,6/17/2022 12:30,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Male,22
1991,77,6/23/2022 14:50,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40214,Female,22
2003,947,6/7/2022 15:59,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40212,Female,20
2006,202,6/24/2022 15:23,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40211,Undisclosed,19
2028,122,6/16/2022 13:06,Transportation,Ride Coordination,Organization 269,0.28,Jefferson County,KY,40214,Male,24
2029,367,6/6/2022 13:21,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40203,Female,21
2034,77,6/16/2022 12:22,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40214,Female,22
2038,121,6/21/2022 17:12,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40210,Male,21
2046,403,6/16/2022 13:21,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40203,Female,19
2047,117,6/6/2022 13:20,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40212,Male,18
2049,277,6/22/2022 12:57,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40204,Male,23
2054,201,6/22/2022 12:29,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40272,Female,23
2066,367,6/16/2022 18:11,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40203,Female,21
2080,646,6/15/2022 12:52,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40210,Female,20
2084,156,6/29/2022 18:08,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40218,Female,24
2086,113,6/27/2022 17:46,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Undisclosed,18
2098,384,6/2/2022 20:38,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40215,Female,23
2099,504,6/22/2022 13:10,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Female,21
2100,862,6/1/2022 14:26,Transportation,Ride Coordination,Organization 269,15.24,Jefferson County,KY,40211,Female,18
2136,207,6/27/2022 11:59,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40218,Female,19
2138,617,6/17/2022 17:19,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40299,Female,20
2178,122,6/8/2022 12:26,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40214,Male,24
2180,202,6/21/2022 15:21,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40211,Undisclosed,19
2189,251,6/8/2022 16:25,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40211,Female,21
2195,395,6/17/2022 12:53,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40211,Female,19
2211,124,6/14/2022 12:23,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40210,Male,24
2216,123,6/27/2022 12:35,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Male,22
2251,251,6/8/2022 16:25,Transportation,Ride Coordination,Organization 269,8.15,Jefferson County,KY,40211,Female,21
2255,176,6/21/2022 16:54,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Female,21
2257,398,6/15/2022 16:20,Transportation,Ride Coordination,Organization 269,1.15,Jefferson County,KY,40202,Female,19
2263,403,6/15/2022 15:15,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40203,Female,19
2279,367,6/23/2022 13:19,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40203,Female,21
2291,384,6/7/2022 12:25,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40215,Female,23
2342,123,6/15/2022 12:49,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Male,22
2362,207,6/29/2022 12:45,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40218,Female,19
2388,96,6/13/2022 12:21,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Female,21
2389,394,6/16/2022 13:19,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40206,Female,22
2393,398,6/16/2022 17:27,Transportation,Ride Coordination,Organization 269,0.09,Jefferson County,KY,40202,Female,19
2404,124,6/22/2022 12:56,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40210,Male,24
2426,384,6/21/2022 18:52,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40215,Female,23
2430,176,6/22/2022 18:37,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Female,21
2444,77,6/28/2022 12:34,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40214,Female,22
2450,114,6/27/2022 13:57,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40203,Male,21
2451,251,6/28/2022 18:06,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40211,Female,21
2458,114,6/6/2022 16:01,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40203,Male,21
2462,96,6/28/2022 13:53,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Female,21
2469,455,6/23/2022 18:48,Transportation,Ride Coordination,Organization 269,0.01,Jefferson County,KY,40218,Female,21
2470,384,6/1/2022 17:48,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40215,Female,23
2477,115,6/10/2022 12:35,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40213,Undisclosed,24
2495,96,6/13/2022 19:25,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Female,21
2502,395,6/15/2022 14:18,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40211,Female,19
2550,251,6/16/2022 17:27,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40211,Female,21
2551,115,6/24/2022 15:23,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40213,Undisclosed,24
2552,846,6/9/2022 12:24,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40203,Female,22
2558,113,6/28/2022 13:10,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Undisclosed,18
2563,751,6/13/2022 13:22,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40211,Female,23
2567,504,6/14/2022 16:35,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Female,21
2573,646,6/2/2022 15:20,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40210,Female,20
2574,1009,6/3/2022 19:35,Transportation,Ride Coordination,Organization 269,13.02,Jefferson County,KY,40203,Female,19
2592,123,6/29/2022 12:40,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Male,22
2595,560,6/13/2022 19:05,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40208,Female,20
2601,197,6/28/2022 16:21,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Undisclosed,17
2602,277,6/15/2022 12:53,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40204,Male,23
2605,583,6/10/2022 14:19,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40120,Male,23
2606,113,6/15/2022 17:09,Transportation,Ride Coordination,Organization 269,0.01,Jefferson County,KY,40216,Undisclosed,18
2615,144,6/6/2022 12:55,Transportation,Ride Coordination,Organization 269,,,KY,40219,Female,21
2622,646,6/7/2022 18:35,Transportation,Ride Coordination,Organization 269,7.27,Jefferson County,KY,40210,Female,20
2628,124,6/2/2022 18:43,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40210,Male,24
2652,114,6/30/2022 12:52,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40203,Male,21
2669,504,6/21/2022 13:53,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Female,21
2677,862,6/9/2022 12:15,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40211,Female,18
2680,862,6/9/2022 17:50,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40211,Female,18
2685,176,6/24/2022 17:49,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Female,21
2686,144,6/6/2022 15:47,Transportation,Ride Coordination,Organization 269,,,KY,40219,Female,21
2690,171,6/29/2022 15:33,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40211,Undisclosed,20
2714,113,6/30/2022 13:24,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Undisclosed,18
2729,193,6/28/2022 12:35,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40245,Undisclosed,18
2731,384,6/24/2022 19:49,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40215,Female,23
2735,384,6/10/2022 12:36,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40215,Female,23
2736,113,6/29/2022 13:17,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Undisclosed,18
2777,124,5/31/2022 18:37,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40210,Male,24
2788,862,6/9/2022 12:58,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40211,Female,18
2807,367,6/15/2022 12:37,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40203,Female,21
2810,176,6/16/2022 17:45,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Female,21
2820,394,6/10/2022 12:44,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40206,Female,22
2821,646,6/9/2022 18:30,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40210,Female,20
2860,373,6/27/2022 13:35,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40211,Male,24
2874,1019,6/3/2022 18:27,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40220,Undisclosed,24
2877,204,6/28/2022 13:23,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40212,Female,23
2907,879,6/2/2022 14:09,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40210,Male,19
2909,115,6/30/2022 12:58,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40213,Undisclosed,24
2912,862,6/3/2022 19:40,Transportation,Ride Coordination,Organization 269,13.02,Jefferson County,KY,40211,Female,18
2914,646,6/16/2022 16:32,Transportation,Ride Coordination,Organization 269,0.14,Jefferson County,KY,40210,Female,20
2920,105,6/30/2022 13:57,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,,Male,23
2929,583,6/1/2022 20:10,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40120,Male,23
2930,114,6/29/2022 12:36,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40203,Male,21
2931,124,6/1/2022 17:47,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40210,Male,24
2937,124,6/15/2022 13:49,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40210,Male,24
2938,124,6/30/2022 12:34,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40210,Male,24
2948,122,6/9/2022 17:20,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40214,Male,24
2965,395,5/31/2022 18:13,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40211,Female,19
2975,122,6/15/2022 16:35,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40214,Male,24
2984,115,6/9/2022 12:32,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40213,Undisclosed,24
2985,124,6/3/2022 18:14,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40210,Male,24
2987,343,6/16/2022 14:43,Transportation,Ride Coordination,Organization 269,0.21,Jefferson County,KY,40211,Male,20
2996,122,6/3/2022 18:32,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40214,Male,24
3000,113,6/17/2022 13:48,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Undisclosed,18
3005,998,6/6/2022 13:02,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40211,Male,23
3010,113,6/27/2022 13:03,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Undisclosed,18
3020,176,6/15/2022 16:28,Transportation,Ride Coordination,Organization 269,1.14,Jefferson County,KY,40216,Female,21
3024,113,6/28/2022 16:06,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Undisclosed,18
3025,96,6/10/2022 19:27,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Female,21
3033,560,6/21/2022 18:07,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40208,Female,20
3038,122,6/24/2022 19:19,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40214,Male,24
3040,77,6/30/2022 15:34,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40214,Female,22
3046,207,6/28/2022 12:51,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40218,Female,19
3051,398,6/17/2022 17:41,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40202,Female,19
3056,124,6/21/2022 12:50,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40210,Male,24
3062,193,6/24/2022 16:27,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40245,Undisclosed,18
3073,583,6/7/2022 16:45,Transportation,Ride Coordination,Organization 269,9.14,Jefferson County,KY,40120,Male,23
3082,384,6/20/2022 16:43,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40215,Female,23
3118,384,6/9/2022 18:10,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40215,Female,23
3122,122,6/14/2022 19:49,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40214,Male,24
3132,201,6/16/2022 12:38,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40272,Female,23
3142,277,6/9/2022 12:22,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40204,Male,23
3150,122,6/17/2022 19:23,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40214,Male,24
3161,201,6/24/2022 12:19,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40272,Female,23
3168,646,6/2/2022 18:22,Transportation,Ride Coordination,Organization 269,14.08,Jefferson County,KY,40210,Female,20
3176,251,6/14/2022 16:40,Transportation,Ride Coordination,Organization 269,2.13,Jefferson County,KY,40211,Female,21
3196,277,6/1/2022 12:54,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40204,Male,23
3239,204,6/27/2022 14:45,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40212,Female,23
3267,123,6/30/2022 12:29,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Male,22
3315,277,6/10/2022 12:30,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40204,Male,23
3320,504,6/15/2022 16:41,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Female,21
3328,367,6/14/2022 12:31,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40203,Female,21
3348,176,6/1/2022 16:09,Transportation,Ride Coordination,Organization 269,7.28,Jefferson County,KY,40216,Female,21
3354,176,6/14/2022 12:58,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Female,21
3365,105,6/29/2022 13:34,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,,Male,23
3367,407,6/16/2022 20:24,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40211,Male,20
3370,144,6/10/2022 18:34,Transportation,Ride Coordination,Organization 269,,,KY,40219,Female,21
3372,114,6/2/2022 19:17,Transportation,Ride Coordination,Organization 269,14.04,Jefferson County,KY,40203,Male,21
3378,343,6/1/2022 15:13,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40211,Male,20
3379,367,6/24/2022 17:05,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40203,Female,21
3409,879,6/2/2022 17:20,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40210,Male,19
3417,862,6/6/2022 16:08,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40211,Female,18
3431,880,6/2/2022 13:28,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40258,Undisclosed,22
3434,251,6/23/2022 18:13,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40211,Female,21
3440,583,5/31/2022 20:11,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40120,Male,23
3459,123,6/28/2022 12:31,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Male,22
3485,277,6/8/2022 12:35,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40204,Male,23
3489,251,6/24/2022 19:07,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40211,Female,21
3491,115,6/22/2022 13:17,Transportation,Ride Coordination,Organization 269,0,Jefferson County,KY,40213,Undisclosed,24
3499,96,6/8/2022 12:28,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Female,21
3509,124,6/16/2022 12:45,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40210,Male,24
3510,122,6/21/2022 18:53,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40214,Male,24
3523,176,6/14/2022 15:59,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Female,21
3540,384,6/17/2022 17:04,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40215,Female,23
3588,201,6/14/2022 13:11,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40272,Female,23
3601,583,6/16/2022 17:31,Transportation,Ride Coordination,Organization 269,0.01,Jefferson County,KY,40120,Male,23
3603,201,6/16/2022 18:27,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40272,Female,23
3604,367,6/16/2022 12:46,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40203,Female,21
3610,123,6/16/2022 12:34,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Male,22
3627,201,6/23/2022 12:47,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40272,Female,23
3631,251,6/22/2022 18:41,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40211,Female,21
3634,124,6/6/2022 20:29,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40210,Male,24
3641,504,6/23/2022 13:40,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Female,21
3653,96,6/30/2022 12:32,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40216,Female,21
3657,77,6/14/2022 12:21,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40214,Female,22
3665,846,6/10/2022 12:38,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40203,Female,22
3671,583,6/15/2022 18:34,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40120,Male,23
3677,394,6/17/2022 12:46,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40206,Female,22
3691,1042,6/3/2022 13:16,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40215,Male,24
3693,646,6/8/2022 15:30,Transportation,Ride Coordination,Organization 269,8.19,Jefferson County,KY,40210,Female,20
3703,367,6/17/2022 17:37,Transportation,Ride Coordination,Organization 269,,Jefferson County,KY,40203,Female,21
3885,114,5/11/2022 18:43,Transportation,Ride Coordination,Organization 269,36.09,Jefferson County,KY,40203,Male,21
3744,124,5/4/2022 19:41,Transportation,Ride Coordination,Organization 269,43.05,Jefferson County,KY,40210,Male,24
3983,367,5/27/2022 14:24,Transportation,Ride Coordination,Organization 269,20.25,Jefferson County,KY,40203,Female,21
3827,367,5/24/2022 13:39,Transportation,Ride Coordination,Organization 269,23.28,Jefferson County,KY,40203,Female,21
3715,384,5/24/2022 19:36,Transportation,Ride Coordination,Organization 269,23.03,Jefferson County,KY,40215,Female,23
3820,395,5/31/2022 19:55,Transportation,Ride Coordination,Organization 269,16.02,Jefferson County,KY,40211,Female,19
3943,560,5/24/2022 16:53,Transportation,Ride Coordination,Organization 269,23.14,Jefferson County,KY,40208,Female,20
3929,583,5/10/2022 18:53,Transportation,Ride Coordination,Organization 269,37.09,Jefferson County,KY,40120,Male,23
3778,646,5/31/2022 18:08,Transportation,Ride Coordination,Organization 269,16.07,Jefferson County,KY,40210,Female,20
3937,646,5/25/2022 16:28,Transportation,Ride Coordination,Organization 269,22.16,Jefferson County,KY,40210,Female,20
3964,646,5/19/2022 18:00,Transportation,Ride Coordination,Organization 269,28.12,Jefferson County,KY,40210,Female,20
3775,751,5/19/2022 14:36,Transportation,Ride Coordination,Organization 269,28.26,Jefferson County,KY,40211,Female,23
3804,846,5/19/2022 13:26,Transportation,Ride Coordination,Organization 269,28.31,Jefferson County,KY,40203,Female,22
3839,1234,5/24/2022 17:56,Transportation,Ride Coordination,Organization 269,23.1,Jefferson County,KY,40218,Male,20
3865,1235,5/24/2022 17:02,Transportation,Ride Coordination,Organization 269,23.14,Jefferson County,KY,40212,Male,19
3930,1234,5/23/2022 18:28,Transportation,Ride Coordination,Organization 269,24.08,Jefferson County,KY,40218,Male,20
3933,1276,5/13/2022 15:35,Transportation,Ride Coordination,Organization 269,34.22,Jefferson County,KY,40211,Male,19
3714,1284,5/11/2022 16:14,Transportation,Ride Coordination,Organization 269,36.2,Jefferson County,KY,40217,Male,19
3793,1292,5/4/2022 13:17,Transportation,Ride Coordination,Organization 269,43.32,Jefferson County,KY,,Undisclosed,20
1523,1077,6/2/2022 15:32,Transportation,Ride Coordination,Organization 269,14.2,,,,Undisclosed,21
1563,755,6/10/2022 15:57,Transportation,Ride Coordination,Organization 269,,,,,Male,19
