ServiceEpisodeID,ClientID,Created At,Service Type,Service Subtype,Originating Organization,Address 1 County,Address 1 State,Address 1 Postal Code,Gender,Age
2847,359,1/28/2022 19:17,,,Organization 22,Jefferson County,KY,40059,Male,64
2862,88,6/29/2022 18:12,Utilities,Home Energy/Utilities Benefits,Organization 22,Henderson County,KY,42420,Female,42
2873,486,6/15/2022 18:12,Housing & Shelter,Home Expense Assistance/Repairs,Organization 22,Floyd County,KY,41635,Male,52
2878,1003,6/2/2022 21:18,Clothing & Household Goods,,Organization 22,Jefferson County,KY,40201,Female,51
2882,441,6/22/2022 14:13,Clothing & Household Goods,,Organization 22,Christian County,KY,42240,Female,56
2890,706,6/14/2022 20:39,Physical Health,Dental Care,Organization 22,Clark County,KY,40391,Female,60
2908,779,6/10/2022 16:54,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 22,Adair County,KY,42728,Female,62
2917,389,6/20/2022 16:13,Food Assistance,Emergency Food,Organization 22,Martin County,KY,41224,Undisclosed,9
2917,389,6/20/2022 16:13,Food Assistance,Emergency Food,Organization 22,Martin County,KY,41224,Undisclosed,9
2926,921,6/6/2022 19:32,Housing & Shelter,Permanent Housing,Organization 22,Jessamine County,KY,40356,Female,14
2944,440,6/21/2022 17:18,Income Support,TANF/Cash Assistance Programs,Organization 22,,KY,41553,Male,45
2962,72,6/30/2022 16:08,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 22,Bourbon County,KY,40348,Female,32
2980,308,6/14/2022 15:57,Clothing & Household Goods,,Organization 22,Jefferson County,KY,40219,Female,27
3006,91,6/30/2022 14:06,Clothing & Household Goods,,Organization 22,Hardin County,KY,42701,Undisclosed,0
3012,928,6/7/2022 17:13,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 22,Madison County,KY,40475,Male,43
3031,390,6/20/2022 16:09,Food Assistance,Emergency Food,Organization 22,Martin County,KY,41224,Undisclosed,4
3031,390,6/20/2022 16:09,Food Assistance,Emergency Food,Organization 22,Martin County,KY,41224,Undisclosed,4
3036,521,6/20/2022 20:48,Transportation,Ride Coordination,Organization 22,Madison County,KY,40475,Male,18
3041,422,6/23/2022 16:53,Clothing & Household Goods,,Organization 22,McCracken County,KY,42003,Undisclosed,13
3077,233,6/27/2022 16:37,Food Assistance,Emergency Food,Organization 22,Grant County,KY,41030,Undisclosed,13
3083,477,6/6/2022 21:12,Food Assistance,Prepared Meals,Organization 22,Fayette County,KY,40515,Female,11
3085,308,6/14/2022 15:57,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 22,Jefferson County,KY,40219,Female,27
3123,308,6/14/2022 15:57,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 22,Jefferson County,KY,40219,Female,27
3124,788,6/13/2022 18:59,Education,Degrees/Certifications,Organization 22,Jefferson County,KY,40214,Female,42
3145,234,6/27/2022 15:11,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 22,Fulton County,KY,42041,Female,36
3149,411,6/6/2022 18:57,Food Assistance,Emergency Food,Organization 22,Martin County,KY,41224,Undisclosed,11
3153,389,6/6/2022 19:23,Food Assistance,Emergency Food,Organization 22,Martin County,KY,41224,Undisclosed,9
3163,389,6/6/2022 19:25,Clothing & Household Goods,,Organization 22,Martin County,KY,41224,Undisclosed,9
3173,411,6/20/2022 15:37,Food Assistance,Emergency Food,Organization 22,Martin County,KY,41224,Undisclosed,11
3197,477,6/6/2022 21:12,Food Assistance,Emergency Food,Organization 22,Fayette County,KY,40515,Female,11
3203,467,6/16/2022 16:32,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 22,Gallatin County,KY,41092,Female,56
3209,836,6/10/2022 14:54,Clothing & Household Goods,,Organization 22,Bourbon County,KY,40361,Undisclosed,11
3226,93,6/29/2022 16:38,Clothing & Household Goods,,Organization 22,Madison County,KY,40475,Female,15
3228,776,6/10/2022 19:14,Benefits Navigation,Benefits Eligibility Screening,Organization 22,Fayette County,KY,40509,Male,0
3243,274,6/27/2022 17:22,Physical Health,Medical Equipment/Assistive Technology,Organization 22,Daviess County,KY,42355,Male,61
3252,479,6/15/2022 20:17,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 22,Jefferson County,KY,40210,Female,63
3253,892,6/7/2022 14:14,Food Assistance,Emergency Food,Organization 22,Boone County,KY,41042,Undisclosed,59
3263,390,6/6/2022 19:51,Clothing & Household Goods,,Organization 22,Martin County,KY,41224,Undisclosed,4
3310,794,6/10/2022 20:20,Wellness,Health Literacy Classes,Organization 22,Laurel County,KY,40741,Female,50
3310,794,6/10/2022 20:20,Wellness,Health Literacy Classes,Organization 22,Laurel County,KY,40741,Female,50
3311,467,6/16/2022 16:32,Transportation,Ride Coordination,Organization 22,Gallatin County,KY,41092,Female,56
3345,478,6/14/2022 14:59,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 22,Shelby County,KY,40003,Female,36
3349,479,6/15/2022 20:17,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 22,Jefferson County,KY,40210,Female,63
3359,389,6/20/2022 16:15,Clothing & Household Goods,,Organization 22,Martin County,KY,41224,Undisclosed,9
3359,389,6/20/2022 16:15,Clothing & Household Goods,,Organization 22,Martin County,KY,41224,Undisclosed,9
3397,420,6/17/2022 16:21,Clothing & Household Goods,,Organization 22,Hopkins County,KY,42431,Female,19
3399,72,6/30/2022 15:36,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 22,Bourbon County,KY,40348,Female,32
3412,1005,6/1/2022 15:07,Income Support,Emergency/One-time Financial Assistance,Organization 22,Mercer County,KY,40330,Female,59
3426,203,6/28/2022 18:08,Physical Health,Medical Equipment/Assistive Technology,Organization 22,Grant County,KY,41035,Male,54
3432,72,6/30/2022 15:58,Utilities,Utility Bill Payment Assistance,Organization 22,Bourbon County,KY,40348,Female,32
3465,478,6/14/2022 14:59,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 22,Shelby County,KY,40003,Female,36
3498,481,6/6/2022 17:01,Income Support,Emergency/One-time Financial Assistance,Organization 22,Ohio County,KY,42320,Undisclosed,42
3533,999,6/3/2022 20:50,Employment,Job Search/Placement,Organization 22,Grant County,KY,41030,Female,52
3550,1086,6/1/2022 16:20,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 22,Fayette County,KY,40515,Undisclosed,44
3560,1020,6/3/2022 16:56,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 22,Barren County,KY,42141,Female,41
3577,365,6/13/2022 18:12,,,Organization 22,Madison County,KY,40403,Female,55
3587,476,6/9/2022 17:27,Utilities,Utility Bill Payment Assistance,Organization 22,Jefferson County,KY,40213,Male,77
3594,99,6/29/2022 3:16,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 22,Kenton County,KY,41015,Female,15
3595,855,6/8/2022 17:58,Utilities,Utility Bill Payment Assistance,Organization 22,Hopkins County,KY,42431,Female,42
3606,330,9/28/2021 19:44,Food Assistance,Emergency Food,Organization 22,Lincoln County,KY,40437,Female,62
3633,102,6/28/2022 17:57,Transportation,Transportation Passes/Vouchers,Organization 22,Caldwell County,KY,42445,Male,4
3635,411,6/6/2022 18:58,Clothing & Household Goods,,Organization 22,Martin County,KY,41224,Undisclosed,11
3639,233,6/27/2022 16:35,Clothing & Household Goods,,Organization 22,Grant County,KY,41030,Undisclosed,13
3644,440,6/21/2022 17:18,Food Assistance,Emergency Food,Organization 22,,KY,41553,Male,45
3666,921,6/6/2022 19:32,Clothing & Household Goods,,Organization 22,Jessamine County,KY,40356,Female,14
3668,757,6/6/2022 19:44,Clothing & Household Goods,,Organization 22,Greenup County,KY,41144,Female,19
3697,390,6/20/2022 16:10,Clothing & Household Goods,,Organization 22,Martin County,KY,41224,Undisclosed,4
3697,390,6/20/2022 16:10,Clothing & Household Goods,,Organization 22,Martin County,KY,41224,Undisclosed,4
1762,983,6/6/2022 17:38,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 22,,,,,
2405,475,6/2/2022 14:39,Food Assistance,Emergency Food,Organization 22,Hamilton County,OH,45239,Female,60
2519,475,6/2/2022 14:39,Employment,Job Search/Placement,Organization 22,Hamilton County,OH,45239,Female,60
2660,983,6/6/2022 17:38,Food Assistance,Emergency Food,Organization 22,,,,,
2723,475,6/2/2022 14:39,Clothing & Household Goods,,Organization 22,Hamilton County,OH,45239,Female,60
2952,983,6/6/2022 17:38,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 22,,,,,
2989,475,6/2/2022 14:39,Transportation,Ride Coordination,Organization 22,Hamilton County,OH,45239,Female,60
1790,200,6/28/2022 18:32,Transportation,Transportation Expense Assistance,Organization 23,Pendleton County,KY,41006,Female,0
2067,438,6/20/2022 19:25,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 23,Daviess County,KY,42301,Female,25
2132,759,6/13/2022 14:04,Housing & Shelter,Permanent Housing,Organization 23,Hardin County,KY,40160,Female,12
2527,602,6/17/2021 17:25,,,Organization 23,Jefferson County,KY,40216,Female,31
2664,438,6/20/2022 19:25,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 23,Daviess County,KY,42301,Female,25
3206,520,6/20/2022 19:05,Transportation,Ride Coordination,Organization 23,Knox County,KY,40906,Male,18
3508,200,6/28/2022 18:32,Utilities,Utility Bill Payment Assistance,Organization 23,Pendleton County,KY,41006,Female,0
3640,709,6/10/2022 13:51,Individual & Family Support,Caregiving Services,Organization 25,Jefferson County,KY,40211,Male,63
1977,982,6/1/2022 16:33,,,Organization 256,Jefferson County,KY,40229,Female,26
1684,316,6/6/2022 16:33,Transportation,Transportation Passes/Vouchers,Organization 259,Jefferson County,KY,40223,Female,26
1912,558,6/15/2022 19:53,Mental/Behavioral Health,Behavior Skills Training & Support,Organization 259,Jefferson County,KY,40220,Female,65
3230,685,1/12/2022 20:56,Individual & Family Support,Social Service Case Management,Organization 259,,,,,
2976,1089,6/1/2022 15:54,Benefits Navigation,Health Insurance/Benefits,Organization 261,Oldham County,KY,40056,Female,30
3465,478,6/14/2022 17:59,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 261,Shelby County,KY,40003,Female,36
3467,478,6/21/2022 21:20,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 261,Shelby County,KY,40003,Female,36
3467,478,6/21/2022 21:20,,,Organization 261,Shelby County,KY,40003,Female,36
3467,478,6/16/2022 16:13,,,Organization 261,Shelby County,KY,40003,Female,36
1513,384,6/14/2022 11:46,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40215,Female,23
1514,277,6/3/2022 11:59,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40204,Male,23
1517,77,6/13/2022 12:32,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40214,Female,22
1537,77,6/15/2022 16:46,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40214,Female,22
1554,395,6/6/2022 19:45,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40211,Female,19
1562,384,6/1/2022 15:10,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40215,Female,23
1569,176,6/23/2022 18:12,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40216,Female,21
1570,207,6/24/2022 12:28,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40218,Female,19
1578,343,6/2/2022 13:59,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40211,Male,20
1587,124,6/17/2022 12:46,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40210,Male,24
1587,124,6/17/2022 12:46,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40210,Male,24
1596,398,6/14/2022 22:14,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40202,Female,19
1597,124,6/10/2022 16:27,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40210,Male,24
1610,201,6/16/2022 18:27,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40272,Female,23
1610,201,6/16/2022 18:27,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40272,Female,23
1627,846,6/7/2022 17:50,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40203,Female,22
1647,504,6/16/2022 12:43,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40216,Female,21
1653,367,6/6/2022 15:38,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40203,Female,21
1657,367,6/17/2022 12:33,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40203,Female,21
1657,367,6/17/2022 12:33,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40203,Female,21
1659,583,6/8/2022 14:36,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40120,Male,23
1662,251,6/9/2022 16:42,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40211,Female,21
1675,251,6/10/2022 15:53,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40211,Female,21
1677,40,6/30/2022 17:37,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40203,Female,23
1685,394,6/7/2022 13:44,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40206,Female,22
1697,583,6/1/2022 17:47,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40120,Male,23
1699,114,6/6/2022 14:47,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40203,Male,21
1701,77,6/23/2022 18:02,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40214,Female,22
1704,201,6/21/2022 13:05,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40272,Female,23
1717,144,6/29/2022 19:21,Transportation,Ride Coordination,Organization 269,,KY,40219,Female,21
1731,122,6/10/2022 12:46,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40214,Male,24
1732,367,6/13/2022 12:34,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40203,Female,21
1744,810,6/13/2022 14:15,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40219,Male,19
1752,113,6/16/2022 13:18,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40216,Undisclosed,18
1769,124,6/9/2022 13:16,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40210,Male,24
1787,251,6/13/2022 15:56,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40211,Female,21
1801,394,6/8/2022 12:22,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40206,Female,22
1811,133,6/29/2022 20:02,Social Enrichment,Youth Development,Organization 269,Jefferson County,KY,40210,Female,16
1813,121,6/3/2022 12:57,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40210,Male,21
1830,171,6/17/2022 16:35,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40211,Undisclosed,20
1843,384,6/7/2022 20:10,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40215,Female,23
1846,619,6/17/2022 16:32,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40210,Female,22
1848,394,6/9/2022 12:32,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40206,Female,22
1860,115,6/17/2022 12:54,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40213,Undisclosed,24
1861,176,6/17/2022 18:36,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40216,Female,21
1861,176,6/17/2022 18:36,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40216,Female,21
1869,204,6/29/2022 13:11,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40212,Female,23
1886,122,6/2/2022 12:16,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40214,Male,24
1892,395,6/16/2022 2:20,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40211,Female,19
1905,277,6/28/2022 15:12,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40204,Male,23
1908,124,6/7/2022 14:00,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40210,Male,24
1909,583,6/13/2022 16:08,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40120,Male,23
1910,201,6/15/2022 13:06,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40272,Female,23
1915,583,6/6/2022 17:48,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40120,Male,23
1944,96,6/9/2022 19:14,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40216,Female,21
1978,201,6/17/2022 12:33,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40272,Female,23
1978,201,6/17/2022 12:33,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40272,Female,23
1984,114,6/2/2022 19:39,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40203,Male,21
1988,367,6/24/2022 15:32,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40203,Female,21
1990,123,6/17/2022 12:30,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40216,Male,22
1991,77,6/23/2022 14:50,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40214,Female,22
2003,947,6/7/2022 15:59,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40212,Female,20
2006,202,6/24/2022 15:23,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40211,Undisclosed,19
2006,202,6/24/2022 15:23,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40211,Undisclosed,19
2028,122,6/16/2022 13:06,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40214,Male,24
2029,367,6/6/2022 13:21,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40203,Female,21
2034,77,6/16/2022 12:22,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40214,Female,22
2038,121,6/21/2022 17:12,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40210,Male,21
2046,403,6/16/2022 13:21,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40203,Female,19
2046,403,6/16/2022 13:21,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40203,Female,19
2047,117,6/6/2022 13:20,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40212,Male,18
2049,277,6/22/2022 12:57,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40204,Male,23
2054,201,6/22/2022 12:29,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40272,Female,23
2066,367,6/16/2022 18:11,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40203,Female,21
2080,646,6/15/2022 12:52,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40210,Female,20
2084,156,6/29/2022 18:08,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40218,Female,24
2086,113,6/27/2022 17:46,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40216,Undisclosed,18
2098,384,6/2/2022 20:38,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40215,Female,23
2099,504,6/22/2022 13:10,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40216,Female,21
2100,862,6/1/2022 14:26,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40211,Female,18
2136,207,6/27/2022 11:59,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40218,Female,19
2138,617,6/17/2022 17:19,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40299,Female,20
2178,122,6/8/2022 12:26,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40214,Male,24
2180,202,6/21/2022 15:21,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40211,Undisclosed,19
2189,251,6/8/2022 16:25,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40211,Female,21
2189,251,6/8/2022 16:25,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40211,Female,21
2195,395,6/17/2022 12:53,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40211,Female,19
2195,395,6/17/2022 12:53,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40211,Female,19
2211,124,6/14/2022 12:23,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40210,Male,24
2216,123,6/27/2022 12:35,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40216,Male,22
2251,251,6/8/2022 16:25,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40211,Female,21
2255,176,6/21/2022 16:54,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40216,Female,21
2257,398,6/15/2022 16:20,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40202,Female,19
2263,403,6/15/2022 15:15,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40203,Female,19
2279,367,6/23/2022 13:19,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40203,Female,21
2291,384,6/7/2022 12:25,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40215,Female,23
2342,123,6/15/2022 12:49,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40216,Male,22
2362,207,6/29/2022 12:45,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40218,Female,19
2388,96,6/13/2022 12:21,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40216,Female,21
2389,394,6/16/2022 13:19,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40206,Female,22
2389,394,6/16/2022 13:19,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40206,Female,22
2393,398,6/16/2022 17:27,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40202,Female,19
2404,124,6/22/2022 12:56,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40210,Male,24
2426,384,6/21/2022 18:52,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40215,Female,23
2430,176,6/22/2022 18:37,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40216,Female,21
2444,77,6/28/2022 12:34,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40214,Female,22
2450,114,6/27/2022 13:57,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40203,Male,21
2451,251,6/28/2022 18:06,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40211,Female,21
2458,114,6/6/2022 16:01,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40203,Male,21
2462,96,6/28/2022 13:53,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40216,Female,21
2469,455,6/23/2022 18:48,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40218,Female,21
2470,384,6/1/2022 17:48,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40215,Female,23
2477,115,6/10/2022 12:35,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40213,Undisclosed,24
2495,96,6/13/2022 19:25,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40216,Female,21
2502,395,6/15/2022 14:18,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40211,Female,19
2550,251,6/16/2022 17:27,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40211,Female,21
2550,251,6/16/2022 17:27,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40211,Female,21
2551,115,6/24/2022 15:23,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40213,Undisclosed,24
2552,846,6/9/2022 12:24,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40203,Female,22
2558,113,6/28/2022 13:10,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40216,Undisclosed,18
2563,751,6/13/2022 13:22,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40211,Female,23
2567,504,6/14/2022 16:35,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40216,Female,21
2573,646,6/2/2022 15:20,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40210,Female,20
2574,1009,6/3/2022 19:35,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40203,Female,19
2592,123,6/29/2022 12:40,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40216,Male,22
2595,560,6/13/2022 19:05,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40208,Female,20
2601,197,6/28/2022 16:21,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40216,Undisclosed,17
2602,277,6/15/2022 12:53,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40204,Male,23
2605,583,6/10/2022 14:19,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40120,Male,23
2606,113,6/15/2022 17:09,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40216,Undisclosed,18
2615,144,6/6/2022 12:55,Transportation,Ride Coordination,Organization 269,,KY,40219,Female,21
2622,646,6/7/2022 18:35,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40210,Female,20
2628,124,6/2/2022 18:43,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40210,Male,24
2652,114,6/30/2022 12:52,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40203,Male,21
2669,504,6/21/2022 13:53,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40216,Female,21
2677,862,6/9/2022 12:15,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40211,Female,18
2680,862,6/9/2022 17:50,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40211,Female,18
2685,176,6/24/2022 17:49,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40216,Female,21
2685,176,6/24/2022 17:49,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40216,Female,21
2686,144,6/6/2022 15:47,Transportation,Ride Coordination,Organization 269,,KY,40219,Female,21
2690,171,6/29/2022 15:33,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40211,Undisclosed,20
2714,113,6/30/2022 13:24,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40216,Undisclosed,18
2729,193,6/28/2022 12:35,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40245,Undisclosed,18
2731,384,6/24/2022 19:49,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40215,Female,23
2735,384,6/10/2022 12:36,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40215,Female,23
2736,113,6/29/2022 13:17,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40216,Undisclosed,18
2788,862,6/9/2022 12:58,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40211,Female,18
2807,367,6/15/2022 12:37,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40203,Female,21
2810,176,6/16/2022 17:45,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40216,Female,21
2810,176,6/16/2022 17:45,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40216,Female,21
2820,394,6/10/2022 12:44,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40206,Female,22
2821,646,6/9/2022 18:30,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40210,Female,20
2860,373,6/27/2022 13:35,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40211,Male,24
2874,1019,6/3/2022 18:27,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40220,Undisclosed,24
2877,204,6/28/2022 13:23,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40212,Female,23
2907,879,6/2/2022 14:09,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40210,Male,19
2909,115,6/30/2022 12:58,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40213,Undisclosed,24
2912,862,6/3/2022 19:40,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40211,Female,18
2914,646,6/16/2022 16:32,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40210,Female,20
2920,105,6/30/2022 13:57,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,,Male,23
2929,583,6/1/2022 20:10,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40120,Male,23
2930,114,6/29/2022 12:36,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40203,Male,21
2931,124,6/1/2022 17:47,Transportation,Ride Coordination,Organization 269,Jefferson County,KY,40210,Male,24
