ServiceEpisodeID,ClientID,Created At,Service Type,Service Subtype,Originating Organization,Address 1 County,Address 1 State,Address 1 Postal Code,Gender,Age
2070,581,2022-06-08 20:46:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Undisclosed,22.0
2075,368,2022-06-27 14:48:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40216,Undisclosed,21.0
2108,58,2022-06-21 15:53:00,Transportation,Ride Coordination,Organization 2,Clark County,IN,47130,Undisclosed,64.0
2151,182,2022-06-24 18:23:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40203,Undisclosed,22.0
2153,368,2022-06-23 20:14:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40216,Undisclosed,21.0
2184,190,2022-06-29 15:10:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Female,17.0
2194,60,2022-06-14 14:24:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40203,Male,22.0
2229,182,2022-06-15 12:44:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40203,Undisclosed,22.0
2240,37,2022-06-30 18:14:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Undisclosed,18.0
2254,379,2022-06-27 12:55:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Female,62.0
2306,761,2022-06-14 13:26:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Undisclosed,22.0
2325,196,2022-06-29 15:03:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Undisclosed,17.0
2338,206,2022-06-27 12:41:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Undisclosed,18.0
2354,60,2022-06-15 12:53:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40203,Male,22.0
2356,756,2022-06-14 14:12:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Undisclosed,21.0
2363,437,2022-06-24 11:51:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Female,20.0
2378,73,2022-06-30 16:00:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Undisclosed,18.0
2385,60,2022-06-15 12:52:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40203,Male,22.0
2447,182,2022-06-29 15:15:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40203,Undisclosed,22.0
2460,546,2022-06-22 12:51:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Male,18.0
2492,179,2022-06-15 14:48:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Undisclosed,19.0
2505,182,2022-06-16 17:21:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40203,Undisclosed,22.0
2516,761,2022-06-13 12:49:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Undisclosed,22.0
2553,368,2022-06-24 17:56:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40216,Undisclosed,21.0
2575,170,2022-06-29 16:19:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Undisclosed,21.0
2591,437,2022-06-10 13:32:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Female,20.0
2695,170,2022-06-16 13:01:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Undisclosed,21.0
2780,546,2022-06-16 17:23:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Male,18.0
2853,546,2022-06-21 13:02:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Male,18.0
2895,138,2022-06-09 13:25:00,Transportation,Ride Coordination,Organization 2,Clark County,IN,47130,Female,51.0
2905,795,2022-06-13 17:26:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Undisclosed,18.0
2923,435,2022-06-07 14:48:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Female,22.0
2928,179,2022-06-21 13:05:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Undisclosed,19.0
2940,206,2022-06-29 12:54:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Undisclosed,18.0
2970,170,2022-06-27 14:51:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Undisclosed,21.0
2991,1002,2022-06-06 12:19:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Female,63.0
3067,138,2022-06-29 19:50:00,Transportation,Ride Coordination,Organization 2,Clark County,IN,47130,Female,51.0
3096,180,2022-06-29 15:16:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Male,26.0
3101,180,2022-06-29 15:16:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Male,26.0
3107,969,2022-06-07 12:04:00,Transportation,Ride Coordination,Organization 2,Clark County,KY,47129,Undisclosed,53.0
3147,399,2022-06-17 18:34:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Female,31.0
3186,878,2022-06-01 14:55:00,Transportation,Ride Coordination,Organization 2,Clark County,IN,47130,Female,59.0
3187,581,2022-06-21 13:43:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Undisclosed,22.0
3222,437,2022-06-13 14:27:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Female,20.0
3225,581,2022-06-09 16:53:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Undisclosed,22.0
3251,170,2022-06-29 15:18:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Undisclosed,21.0
3275,179,2022-06-16 12:54:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Undisclosed,19.0
3276,753,2022-06-14 14:19:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Undisclosed,19.0
3279,516,2022-06-21 19:59:00,Transportation,Ride Coordination,Organization 2,Floyd County,IN,47150,Female,28.0
3302,563,2022-06-16 14:48:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Male,22.0
3304,179,2022-06-16 12:54:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Undisclosed,19.0
3388,170,2022-06-29 12:46:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Undisclosed,21.0
3448,170,2022-06-29 15:09:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Undisclosed,21.0
3454,586,2022-06-21 13:18:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40203,Female,31.0
3479,563,2022-06-09 13:43:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Male,22.0
3505,546,2022-06-14 13:34:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Male,18.0
3506,435,2022-06-24 13:19:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Female,22.0
3532,688,2022-06-15 18:36:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Undisclosed,20.0
3648,546,2022-06-14 13:35:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Male,18.0
3656,60,2022-06-14 14:22:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40203,Male,22.0
3669,516,2022-06-22 19:43:00,Transportation,Ride Coordination,Organization 2,Floyd County,IN,47150,Female,28.0
3690,28,2022-06-30 19:22:00,Transportation,Ride Coordination,Organization 2,Jefferson County,KY,40202.0,Undisclosed,18.0
2676,536,2022-06-22 15:26:00,Money Management,Financial Counseling,Organization 203,Jefferson County,KY,40202,Female,74.0
1506,794,2022-06-10 20:20:00,Wellness,Wellness Expense Assistance,Organization 22,Laurel County,KY,40741,Female,50.0
1539,921,2022-06-06 19:32:00,Food Assistance,Prepared Meals,Organization 22,Jessamine County,KY,40356,Female,14.0
1539,921,2022-06-06 19:32:00,Food Assistance,Prepared Meals,Organization 22,Jessamine County,KY,40356,Female,14.0
1541,479,2022-06-15 20:17:00,Food Assistance,Prepared Meals,Organization 22,Jefferson County,KY,40210,Female,63.0
1553,441,2022-06-22 14:17:00,Utilities,Utility Bill Payment Assistance,Organization 22,Christian County,KY,42240,Female,56.0
1561,1004,2022-06-03 13:59:00,Food Assistance,Emergency Food,Organization 22,Scott County,KY,40324,Undisclosed,11.0
1583,1004,2022-06-03 14:01:00,Clothing & Household Goods,,Organization 22,Scott County,KY,40324,Undisclosed,11.0
1584,387,2022-06-24 19:18:00,Food Assistance,Prepared Meals,Organization 22,Pike County,KY,41501,Female,57.0
1592,414,2022-06-17 18:42:00,Food Assistance,Emergency Food,Organization 22,Henderson County,KY,42462,Undisclosed,7.0
1673,387,2022-06-24 19:18:00,Clothing & Household Goods,,Organization 22,Pike County,KY,41501,Female,57.0
1680,524,2022-06-17 15:07:00,Food Assistance,Emergency Food,Organization 22,Daviess County,KY,42301,Female,53.0
1723,749,2022-06-13 15:14:00,Income Support,Emergency/One-time Financial Assistance,Organization 22,Warren County,KY,42101,Male,49.0
1767,481,2022-06-20 18:56:00,Income Support,Emergency/One-time Financial Assistance,Organization 22,Ohio County,KY,42320,Undisclosed,42.0
1773,420,2022-06-17 16:21:00,Transportation,Ride Coordination,Organization 22,Hopkins County,KY,42431,Female,19.0
1795,856,2022-06-08 18:01:00,Wellness,Wellness Expense Assistance,Organization 22,McCreary County,KY,42653,Undisclosed,56.0
1796,440,2022-06-21 17:18:00,Utilities,Utility Bill Payment Assistance,Organization 22,Jefferson County,KY,41553,Male,45.0
1799,477,2022-06-06 21:12:00,Clothing & Household Goods,,Organization 22,Fayette County,KY,40515,Female,11.0
1805,481,2022-06-20 18:57:00,Housing & Shelter,Home Expense Assistance/Repairs,Organization 22,Ohio County,KY,42320,Undisclosed,42.0
1864,88,2022-06-29 18:12:00,Education,Degrees/Certifications,Organization 22,Henderson County,KY,42420,Female,42.0
1895,892,2022-06-07 14:21:00,Employment,Job Search/Placement,Organization 22,Boone County,KY,41042,Undisclosed,59.0
1899,418,2022-06-16 16:53:00,Clothing & Household Goods,,Organization 22,Todd County,KY,42234,Male,27.0
1902,892,2022-06-07 14:23:00,Income Support,TANF/Cash Assistance Programs,Organization 22,Boone County,KY,41042,Undisclosed,59.0
1907,409,2022-06-22 13:31:00,Transportation,Transportation Expense Assistance,Organization 22,Letcher County,KY,41858,Male,45.0
1917,618,2022-06-15 16:20:00,Housing & Shelter,Permanent Housing,Organization 22,Pulaski County,KY,40741,Male,57.0
1951,705,2022-06-15 13:46:00,Income Support,SSI/SSD & Disability Benefits,Organization 22,Monroe County,KY,42167,Female,50.0
1958,34,2022-06-30 18:41:00,Sports & Recreation,Exercise Classes/Groups,Organization 22,Crittenden County,KY,42078,Male,11.0
1983,908,2022-06-03 20:15:00,Housing & Shelter,Permanent Housing,Organization 22,Jefferson County,KY,40215,Female,43.0
1987,365,2022-06-13 18:12:00,,,Organization 22,Madison County,KY,40403,Female,55.0
2025,1028,2022-06-03 14:48:00,Housing & Shelter,Permanent Housing,Organization 22,Logan County,KY,42256,Undisclosed,49.0
2041,731,2022-06-14 17:44:00,Transportation,Transportation Expense Assistance,Organization 22,Wayne County,KY,42633,Female,37.0
2043,88,2022-06-29 18:12:00,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 22,Henderson County,KY,42420,Female,42.0
2044,890,2022-06-08 17:43:00,Utilities,Utility Bill Payment Assistance,Organization 22,Christian County,KY,42240,Female,72.0
2050,941,2022-06-01 13:56:00,Transportation,Ride Coordination,Organization 22,Henderson County,KY,42420,Female,24.0
2053,1086,2022-06-01 16:20:00,Food Assistance,Prepared Meals,Organization 22,Fayette County,KY,40515,Undisclosed,44.0
2077,365,2022-06-22 13:00:00,Employment,Job Search/Placement,Organization 22,Madison County,KY,40403,Female,55.0
2077,365,2022-06-22 13:00:00,Employment,Job Search/Placement,Organization 22,Madison County,KY,40403,Female,55.0
2125,477,2022-06-06 21:12:00,Clothing & Household Goods,,Organization 22,Fayette County,KY,40515,Female,11.0
2158,422,2022-06-23 16:51:00,Food Assistance,Emergency Food,Organization 22,McCracken County,KY,42003,Undisclosed,13.0
2160,892,2022-06-07 14:25:00,Transportation,Transportation Expense Assistance,Organization 22,Boone County,KY,41042,Undisclosed,59.0
2170,184,2022-06-17 15:37:00,Transportation,Ride Coordination,Organization 22,Jefferson County,KY,40214,Female,38.0
2173,24,2022-06-30 20:07:00,Food Assistance,Prepared Meals,Organization 22,Clark County,KY,40391,Male,63.0
2179,365,2022-06-17 19:52:00,,,Organization 22,Madison County,KY,40403,Female,55.0
2188,386,2022-06-23 13:22:00,Transportation,Ride Coordination,Organization 22,Jefferson County,KY,,Undisclosed,62.0
2190,618,2022-06-15 16:20:00,Income Support,Emergency/One-time Financial Assistance,Organization 22,Pulaski County,KY,40741,Male,57.0
2203,232,2022-06-27 20:45:00,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 22,Harrison County,KY,41031,Female,51.0
2204,481,2022-06-06 16:48:00,Utilities,Utility Bill Payment Assistance,Organization 22,Ohio County,KY,42320,Undisclosed,42.0
2214,1004,2022-06-03 14:04:00,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 22,Scott County,KY,40324,Undisclosed,11.0
2221,420,2022-06-17 16:21:00,Food Assistance,Emergency Food,Organization 22,Hopkins County,KY,42431,Female,19.0
2246,476,2022-06-09 17:27:00,Utilities,Utility Bill Payment Assistance,Organization 22,Jefferson County,KY,40213,Male,77.0
2246,476,2022-06-09 17:27:00,Utilities,Utility Bill Payment Assistance,Organization 22,Jefferson County,KY,40213,Male,77.0
2273,390,2022-06-06 19:48:00,Food Assistance,Emergency Food,Organization 22,Martin County,KY,41224,Undisclosed,4.0
2274,477,2022-06-06 21:12:00,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 22,Fayette County,KY,40515,Female,11.0
2284,99,2022-06-29 03:15:00,Food Assistance,Emergency Food,Organization 22,Kenton County,KY,41015,Female,15.0
2312,468,2022-06-17 17:08:00,Food Assistance,Emergency Food,Organization 22,Hardin County,KY,42701,Female,45.0
2313,794,2022-06-10 20:20:00,Wellness,Health Literacy Classes,Organization 22,Laurel County,KY,40741,Female,50.0
2313,794,2022-06-10 20:20:00,Wellness,Health Literacy Classes,Organization 22,Laurel County,KY,40741,Female,50.0
2314,409,2022-06-22 13:35:00,Utilities,Utility Bill Payment Assistance,Organization 22,Letcher County,KY,41858,Male,45.0
2324,794,2022-06-10 20:20:00,Physical Health,Health Coaching,Organization 22,Laurel County,KY,40741,Female,50.0
2328,86,2022-06-28 14:57:00,Individual & Family Support,Life Skills Training & Support,Organization 22,Jefferson County,KY,40219,Female,18.0
2329,88,2022-06-29 18:12:00,Sports & Recreation,Exercise Classes/Groups,Organization 22,Henderson County,KY,42420,Female,42.0
2334,365,2022-06-22 13:36:00,Employment,Job Search/Placement,Organization 22,Madison County,KY,40403,Female,55.0
2334,365,2022-06-22 13:35:00,Employment,Job Search/Placement,Organization 22,Madison County,KY,40403,Female,55.0
2334,365,2022-06-13 18:12:00,Employment,Job Search/Placement,Organization 22,Madison County,KY,40403,Female,55.0
2339,791,2022-06-13 18:20:00,,,Organization 22,Christian County,KY,42240,Female,64.0
2348,386,2022-06-23 13:18:00,Food Assistance,Prepared Meals,Organization 22,Jefferson County,KY,,Undisclosed,62.0
2357,737,2022-06-14 16:38:00,Clothing & Household Goods,,Organization 22,Franklin County,KY,40601,Male,5.0
2384,1013,2022-06-03 19:10:00,Food Assistance,Prepared Meals,Organization 22,Kenton County,KY,41015,Female,54.0
2392,308,2022-06-14 15:57:00,Food Assistance,Prepared Meals,Organization 22,Jefferson County,KY,40219,Female,27.0
2398,418,2022-06-16 16:53:00,Food Assistance,Emergency Food,Organization 22,Todd County,KY,42234,Male,27.0
2406,729,2022-04-14 19:46:00,,,Organization 22,McCracken County,KY,42003,Female,52.0
2407,308,2022-06-14 15:57:00,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 22,Jefferson County,KY,40219,Female,27.0
2419,468,2022-06-17 17:08:00,Transportation,Transportation Passes/Vouchers,Organization 22,Hardin County,KY,42701,Female,45.0
2427,102,2022-06-28 17:57:00,Clothing & Household Goods,,Organization 22,Caldwell County,KY,42445,Male,4.0
2429,1013,2022-06-03 19:10:00,Clothing & Household Goods,,Organization 22,Kenton County,KY,41015,Female,54.0
2435,936,2022-06-07 18:17:00,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 22,Daviess County,KY,42303,Male,58.0
2448,47,2022-06-30 17:14:00,Clothing & Household Goods,,Organization 22,Jefferson County,KY,40203,Female,49.0
2459,439,2022-06-21 15:50:00,Housing & Shelter,Home Expense Assistance/Repairs,Organization 22,Bullitt County,KY,40229,Female,56.0
2463,835,2022-06-09 13:11:00,Individual & Family Support,Environmental Modifications/Accessibility,Organization 22,Campbell County,KY,41075,Female,63.0
2471,1020,2022-06-03 16:56:00,Transportation,Ride Coordination,Organization 22,Barren County,KY,42141,Female,41.0
2472,928,2022-06-07 17:13:00,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 22,Madison County,KY,40475,Male,43.0
2480,794,2022-06-10 20:20:00,Wellness,Nutrition Education,Organization 22,Laurel County,KY,40741,Female,50.0
2480,794,2022-06-10 20:20:00,Wellness,Nutrition Education,Organization 22,Laurel County,KY,40741,Female,50.0
2481,86,2022-06-28 14:59:00,Social Enrichment,Cooking Classes,Organization 22,Jefferson County,KY,40219,Female,18.0
2482,409,2022-06-22 13:27:00,Physical Health,Dental Care,Organization 22,Letcher County,KY,41858,Male,45.0
2483,790,2022-06-13 16:43:00,Food Assistance,Emergency Food,Organization 22,Henry County,KY,40057,Male,63.0
2503,836,2022-06-10 14:55:00,Food Assistance,Emergency Food,Organization 22,Bourbon County,KY,40361,Undisclosed,11.0
2509,618,2022-06-15 16:20:00,Food Assistance,Emergency Food,Organization 22,Pulaski County,KY,40741,Male,57.0
2536,421,2022-06-23 15:45:00,Clothing & Household Goods,,Organization 22,Boone County,KY,41042,Male,2.0
2546,418,2022-06-16 16:53:00,Employment,Job Search/Placement,Organization 22,Todd County,KY,42234,Male,27.0
2572,98,2022-06-29 16:06:00,Clothing & Household Goods,,Organization 22,Madison County,KY,40475,Male,14.0
2581,388,2022-06-23 19:09:00,Clothing & Household Goods,,Organization 22,Barren County,KY,42131,Male,15.0
2582,416,2022-06-16 20:33:00,Transportation,Ride Coordination,Organization 22,Fayette County,KY,40503,Male,15.0
2589,418,2022-06-16 16:53:00,Transportation,Ride Coordination,Organization 22,Todd County,KY,42234,Male,27.0
2599,620,2022-06-15 19:09:00,Food Assistance,Emergency Food,Organization 22,Pulaski County,KY,42503,Female,19.0
2650,477,2022-06-06 21:12:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 22,Fayette County,KY,40515,Female,11.0
2675,26,2022-06-30 20:05:00,Housing & Shelter,Home Expense Assistance/Repairs,Organization 22,Rowan County,KY,40351,Female,60.0
2679,411,2022-06-20 15:39:00,Clothing & Household Goods,,Organization 22,Martin County,KY,41224,Undisclosed,11.0
2691,441,2022-06-22 14:12:00,Food Assistance,Emergency Food,Organization 22,Christian County,KY,42240,Female,56.0
2693,477,2022-06-06 21:12:00,Food Assistance,Emergency Food,Organization 22,Fayette County,KY,40515,Female,11.0
2713,892,2022-06-07 14:19:00,Housing & Shelter,Permanent Housing,Organization 22,Boone County,KY,41042,Undisclosed,59.0
2750,442,2022-06-22 18:33:00,Housing & Shelter,Emergency Housing,Organization 22,Livingston County,KY,42058,Female,38.0
2751,481,2022-06-20 18:53:00,Utilities,Utility Bill Payment Assistance,Organization 22,Ohio County,KY,42320,Undisclosed,42.0
2758,365,2022-06-17 19:52:00,Employment,Job Search/Placement,Organization 22,Madison County,KY,40403,Female,55.0
2760,442,2022-06-22 18:33:00,Clothing & Household Goods,,Organization 22,Livingston County,KY,42058,Female,38.0
2769,908,2022-06-03 20:11:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 22,Jefferson County,KY,40215,Female,43.0
2784,891,2022-06-07 14:07:00,Clothing & Household Goods,,Organization 22,Boone County,KY,41042,Undisclosed,60.0
2790,414,2022-06-17 18:40:00,Clothing & Household Goods,,Organization 22,Henderson County,KY,42462,Undisclosed,7.0
2813,481,2022-06-06 16:35:00,Housing & Shelter,Home Expense Assistance/Repairs,Organization 22,Ohio County,KY,42320,Undisclosed,42.0
2847,359,2022-01-28 19:17:00,,,Organization 22,Jefferson County,KY,40059,Male,64.0
2862,88,2022-06-29 18:12:00,Utilities,Home Energy/Utilities Benefits,Organization 22,Henderson County,KY,42420,Female,42.0
2873,486,2022-06-15 18:12:00,Housing & Shelter,Home Expense Assistance/Repairs,Organization 22,Floyd County,KY,41635,Male,52.0
2878,1003,2022-06-02 21:18:00,Clothing & Household Goods,,Organization 22,Jefferson County,KY,40201,Female,51.0
2882,441,2022-06-22 14:13:00,Clothing & Household Goods,,Organization 22,Christian County,KY,42240,Female,56.0
2890,706,2022-06-14 20:39:00,Physical Health,Dental Care,Organization 22,Clark County,KY,40391,Female,60.0
2908,779,2022-06-10 16:54:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 22,Adair County,KY,42728,Female,62.0
2917,389,2022-06-20 16:13:00,Food Assistance,Emergency Food,Organization 22,Martin County,KY,41224,Undisclosed,9.0
2917,389,2022-06-20 16:13:00,Food Assistance,Emergency Food,Organization 22,Martin County,KY,41224,Undisclosed,9.0
2926,921,2022-06-06 19:32:00,Housing & Shelter,Permanent Housing,Organization 22,Jessamine County,KY,40356,Female,14.0
2944,440,2022-06-21 17:18:00,Income Support,TANF/Cash Assistance Programs,Organization 22,Jefferson County,KY,41553,Male,45.0
2962,72,2022-06-30 16:08:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 22,Bourbon County,KY,40348,Female,32.0
2980,308,2022-06-14 15:57:00,Clothing & Household Goods,,Organization 22,Jefferson County,KY,40219,Female,27.0
3006,91,2022-06-30 14:06:00,Clothing & Household Goods,,Organization 22,Hardin County,KY,42701,Undisclosed,0.0
3012,928,2022-06-07 17:13:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 22,Madison County,KY,40475,Male,43.0
3031,390,2022-06-20 16:09:00,Food Assistance,Emergency Food,Organization 22,Martin County,KY,41224,Undisclosed,4.0
3031,390,2022-06-20 16:09:00,Food Assistance,Emergency Food,Organization 22,Martin County,KY,41224,Undisclosed,4.0
3036,521,2022-06-20 20:48:00,Transportation,Ride Coordination,Organization 22,Madison County,KY,40475,Male,18.0
3041,422,2022-06-23 16:53:00,Clothing & Household Goods,,Organization 22,McCracken County,KY,42003,Undisclosed,13.0
3077,233,2022-06-27 16:37:00,Food Assistance,Emergency Food,Organization 22,Grant County,KY,41030,Undisclosed,13.0
3083,477,2022-06-06 21:12:00,Food Assistance,Prepared Meals,Organization 22,Fayette County,KY,40515,Female,11.0
3085,308,2022-06-14 15:57:00,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 22,Jefferson County,KY,40219,Female,27.0
3123,308,2022-06-14 15:57:00,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 22,Jefferson County,KY,40219,Female,27.0
3124,788,2022-06-13 18:59:00,Education,Degrees/Certifications,Organization 22,Jefferson County,KY,40214,Female,42.0
3145,234,2022-06-27 15:11:00,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 22,Fulton County,KY,42041,Female,36.0
3149,411,2022-06-06 18:57:00,Food Assistance,Emergency Food,Organization 22,Martin County,KY,41224,Undisclosed,11.0
3153,389,2022-06-06 19:23:00,Food Assistance,Emergency Food,Organization 22,Martin County,KY,41224,Undisclosed,9.0
3163,389,2022-06-06 19:25:00,Clothing & Household Goods,,Organization 22,Martin County,KY,41224,Undisclosed,9.0
3173,411,2022-06-20 15:37:00,Food Assistance,Emergency Food,Organization 22,Martin County,KY,41224,Undisclosed,11.0
3197,477,2022-06-06 21:12:00,Food Assistance,Emergency Food,Organization 22,Fayette County,KY,40515,Female,11.0
3203,467,2022-06-16 16:32:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 22,Gallatin County,KY,41092,Female,56.0
3209,836,2022-06-10 14:54:00,Clothing & Household Goods,,Organization 22,Bourbon County,KY,40361,Undisclosed,11.0
3226,93,2022-06-29 16:38:00,Clothing & Household Goods,,Organization 22,Madison County,KY,40475,Female,15.0
3228,776,2022-06-10 19:14:00,Benefits Navigation,Benefits Eligibility Screening,Organization 22,Fayette County,KY,40509,Male,0.0
3243,274,2022-06-27 17:22:00,Physical Health,Medical Equipment/Assistive Technology,Organization 22,Daviess County,KY,42355,Male,61.0
3252,479,2022-06-15 20:17:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 22,Jefferson County,KY,40210,Female,63.0
3253,892,2022-06-07 14:14:00,Food Assistance,Emergency Food,Organization 22,Boone County,KY,41042,Undisclosed,59.0
3263,390,2022-06-06 19:51:00,Clothing & Household Goods,,Organization 22,Martin County,KY,41224,Undisclosed,4.0
3310,794,2022-06-10 20:20:00,Wellness,Health Literacy Classes,Organization 22,Laurel County,KY,40741,Female,50.0
3310,794,2022-06-10 20:20:00,Wellness,Health Literacy Classes,Organization 22,Laurel County,KY,40741,Female,50.0
3311,467,2022-06-16 16:32:00,Transportation,Ride Coordination,Organization 22,Gallatin County,KY,41092,Female,56.0
3345,478,2022-06-14 14:59:00,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 22,Shelby County,KY,40003,Female,36.0
3349,479,2022-06-15 20:17:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 22,Jefferson County,KY,40210,Female,63.0
3359,389,2022-06-20 16:15:00,Clothing & Household Goods,,Organization 22,Martin County,KY,41224,Undisclosed,9.0
3359,389,2022-06-20 16:15:00,Clothing & Household Goods,,Organization 22,Martin County,KY,41224,Undisclosed,9.0
3397,420,2022-06-17 16:21:00,Clothing & Household Goods,,Organization 22,Hopkins County,KY,42431,Female,19.0
3399,72,2022-06-30 15:36:00,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 22,Bourbon County,KY,40348,Female,32.0
3412,1005,2022-06-01 15:07:00,Income Support,Emergency/One-time Financial Assistance,Organization 22,Mercer County,KY,40330,Female,59.0
3426,203,2022-06-28 18:08:00,Physical Health,Medical Equipment/Assistive Technology,Organization 22,Grant County,KY,41035,Male,54.0
3432,72,2022-06-30 15:58:00,Utilities,Utility Bill Payment Assistance,Organization 22,Bourbon County,KY,40348,Female,32.0
3465,478,2022-06-14 14:59:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 22,Shelby County,KY,40003,Female,36.0
3498,481,2022-06-06 17:01:00,Income Support,Emergency/One-time Financial Assistance,Organization 22,Ohio County,KY,42320,Undisclosed,42.0
3533,999,2022-06-03 20:50:00,Employment,Job Search/Placement,Organization 22,Grant County,KY,41030,Female,52.0
3550,1086,2022-06-01 16:20:00,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 22,Fayette County,KY,40515,Undisclosed,44.0
3560,1020,2022-06-03 16:56:00,Housing & Shelter,Rent/Mortgage Payment Assistance,Organization 22,Barren County,KY,42141,Female,41.0
3577,365,2022-06-13 18:12:00,,,Organization 22,Madison County,KY,40403,Female,55.0
3587,476,2022-06-09 17:27:00,Utilities,Utility Bill Payment Assistance,Organization 22,Jefferson County,KY,40213,Male,77.0
3594,99,2022-06-29 03:16:00,Food Assistance,SNAP/WIC/Other Nutrition Benefits,Organization 22,Kenton County,KY,41015,Female,15.0
3595,855,2022-06-08 17:58:00,Utilities,Utility Bill Payment Assistance,Organization 22,Hopkins County,KY,42431,Female,42.0
